question_type	question_text	required	page_number	option_text	option_values
radio	You will have more than 50 lovers in your lifetime.	1	6	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	You will have the closest family relationships imaginable.	1	6	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	You will run a Fortune 500 company.	1	6	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	You will self-actualize or reach Nirvana.	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	You will stop world hunger.	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	You will write a popular book.	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	Your children will see you as the perfect parent.	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	Your partner relationship will be sheer bliss for years.	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
radio	Your relationship will be more romantic than Romeo and Juliet	1	7	NO CHANCE I will set this goal for myself: 1,Slight chance I will set this goal for myself: 2,Moderate chance I will set this goal for myself: 3,Very good chance I will set this goal for myself: 4, Definitely WILL set this goal for myself: 5	1,2,3,4,5
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	8		
