question_type	question_text	required	page_number	option_text	option_values
radio	I strive to be self-reliant. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	If you work hard you will succeed. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	The best things in life are those you have to wait for. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	Anyone who is able and willing to work hard has a good chance of succeeding. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	Stealing is all right as long as you don’t get caught. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	5,4,3,2,1
radio	The job that provides the most leisure time is the job for me. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	5,4,3,2,1
radio	Having a great deal of independence from others is very important to me. 	1	7	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	It is important to treat others as you would like to be treated. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	I experience a sense of fulfillment from working.	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	A person should always do the best job possible. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	It is never appropriate to take something that does not belong to you. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	Only those who depend on themselves get ahead in life. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	Wasting time is as bad as wasting money.	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	There are times when stealing is justified. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	5,4,3,2,1
radio	People should have more leisure time to spend in relaxation. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	5,4,3,2,1
radio	It is important to control one’s destiny by not being dependent on others. 	1	8	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	By simply working hard enough, one can achieve one’s goals. 	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	People should be fair in their dealings with others. 	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	The only way to get anything worthwhile is to save for it.	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	Leisure time activities are more interesting than work. 	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	5,4,3,2,1
radio	A hard days work provides a sense of accomplishment. 	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
radio	A distaste for hard work usually reflects a weakness of character. 	1	9	Strongly Agree: 1,Agree: 2,Neighter Agree Nor Disagree: 3,Disagree: 4,Strongly Disagree: 5	1,2,3,4,5
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	10		
