question_type	question_text	required	page_number	option_text	option_values
radio	Been married.	1	6	Yes: 1,No: 2	1,2
radio	Been divorced.	1	6	Yes: 1,No: 2	1,2
radio	Had sex.	1	6	Yes: 1,No: 2	1,2
radio	Been diagnosed with an STD.	1	6	Yes: 1,No: 2	1,2
radio	Had an unplanned pregnancy (or got someone pregnant, unplanned).	1	6	Yes: 1,No: 2	1,2
radio	Had sex with a condom.	1	6	Yes: 1,No: 2	1,2
radio	Had a condom break, tear, or slip off.	1	6	Yes: 1,No: 2	1,2
radio	Had an alcoholic drink.	1	7	Yes: 1,No: 2	1,2
radio	Consumed so much alcohol you vomited.	1	7	Yes: 1,No: 2	1,2
radio	Received a DUI for drunk driving.	1	7	Yes: 1,No: 2	1,2
radio	Been out in the sun.	1	7	Yes: 1,No: 2	1,2
radio	Got blisters from sun burn.	1	7	Yes: 1,No: 2	1,2
radio	Been in a jail cell overnight for any reason.	1	7	Yes: 1,No: 2	1,2
radio	Been in a public fight or screaming argument.	1	7	Yes: 1,No: 2	1,2
radio	Declared bankruptcy.	1	7	Yes: 1,No: 2	1,2
radio	Forgotten a birthday of someone close to you and did not realize until the next day or later.	1	7	Yes: 1,No: 2	1,2
radio	Been diagnosed with type 2 diabetes.	1	7	Yes: 1,No: 2	1,2
radio	Broke a bone because you fell, slipped, or misstepped.	1	7	Yes: 1,No: 2	1,2
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	8		
